Make,AccidentArea,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,BasePolicy,DaysDiff,FraudFound
2.4266188225661405,2.7520412230007687,2.7520412230007687,2.7520412230007687,21,2.7520412230007687,2.5007267947198626,2.7520412230007683,2.7520412230007687,300,1,2.7520412230007687,2.528897671686559,2.7520412230007687,2.7520412230007683,2.7520412230007687,2.7520412230007687,2.7520412230007687,2.7520412230007687,2.7520412230007687,2.346576114892604,2.7520412230007683,0.0,0
0.6725996813209325,1.653428934332659,2.7520412230007687,1.1426033105666682,34,1.653428934332659,2.5007267947198626,1.365746861880878,1.1426033105666682,400,4,0.9602817537727136,1.365746861880878,1.1426033105666682,2.7520412230007683,2.7520412230007687,1.653428934332659,1.653428934332659,1.1426033105666682,2.7520412230007687,2.346576114892604,2.7520412230007683,5.0,0
-0.020547499239012768,1.653428934332659,1.653428934332659,2.7520412230007687,47,1.653428934332659,0.6725996813209325,1.365746861880878,1.1426033105666682,400,3,0.9602817537727136,1.365746861880878,2.7520412230007687,2.7520412230007683,1.653428934332659,1.653428934332659,1.653428934332659,1.1426033105666682,1.1426033105666682,0.9602817537727136,1.365746861880878,13.0,0
2.4266188225661405,2.7520412230007687,1.653428934332659,1.1426033105666682,65,2.7520412230007687,2.5007267947198626,1.365746861880878,2.7520412230007687,400,2,0.9602817537727136,1.365746861880878,1.1426033105666682,2.7520412230007683,1.653428934332659,1.653428934332659,1.653428934332659,2.7520412230007687,1.1426033105666682,1.8357504911266136,1.365746861880878,20.0,0
0.043991021898558615,1.653428934332659,1.653428934332659,1.1426033105666682,27,1.653428934332659,0.6725996813209325,1.365746861880878,1.1426033105666682,400,1,0.9602817537727136,1.365746861880878,1.1426033105666682,2.7520412230007683,1.653428934332659,1.653428934332659,1.653428934332659,1.1426033105666682,1.1426033105666682,1.1426033105666682,1.365746861880878,15.0,0
0.043991021898558615,1.653428934332659,1.653428934332659,1.1426033105666682,20,1.653428934332659,0.6725996813209325,1.365746861880878,1.1426033105666682,400,3,0.9602817537727136,1.365746861880878,1.1426033105666682,0.5548166456645491,1.653428934332659,1.653428934332659,1.653428934332659,2.7520412230007687,1.1426033105666682,1.1426033105666682,1.365746861880878,12.0,0
0.043991021898558615,1.653428934332659,1.653428934332659,1.1426033105666682,36,1.653428934332659,0.6725996813209325,1.365746861880878,1.1426033105666682,400,1,0.9602817537727136,1.365746861880878,1.1426033105666682,0.5548166456645491,1.653428934332659,1.653428934332659,1.653428934332659,2.7520412230007687,1.1426033105666682,1.1426033105666682,1.365746861880878,9.0,0
0.043991021898558615,1.653428934332659,1.653428934332659,1.1426033105666682,17,1.653428934332659,0.6725996813209325,1.365746861880878,1.1426033105666682,400,4,0.9602817537727136,1.365746861880878,1.1426033105666682,2.7520412230007683,1.653428934332659,1.653428934332659,1.653428934332659,1.1426033105666682,1.1426033105666682,1.1426033105666682,1.365746861880878,137.0,0
0.043991021898558615,1.653428934332659,1.653428934332659,1.1426033105666682,30,1.653428934332659,0.6725996813209325,1.365746861880878,1.1426033105666682,400,4,0.9602817537727136,1.365746861880878,1.1426033105666682,0.5548166456645491,1.653428934332659,2.7520412230007687,1.653428934332659,1.1426033105666682,1.1426033105666682,1.1426033105666682,1.365746861880878,4.0,0
2.4266188225661405,1.653428934332659,1.653428934332659,1.1426033105666682,42,1.653428934332659,2.5007267947198626,2.7520412230007683,1.1426033105666682,400,1,0.9602817537727136,1.365746861880878,2.7520412230007687,0.5548166456645491,1.653428934332659,1.653428934332659,1.653428934332659,1.1426033105666682,1.1426033105666682,1.1426033105666682,2.7520412230007683,1.0,0
2.4266188225661405,1.653428934332659,1.653428934332659,1.1426033105666682,71,1.653428934332659,2.5007267947198626,2.7520412230007683,1.1426033105666682,400,3,0.9602817537727136,1.365746861880878,1.1426033105666682,0.5548166456645491,1.653428934332659,1.653428934332659,1.653428934332659,1.1426033105666682,1.1426033105666682,1.1426033105666682,1.365746861880878,3.0,0
0.043991021898558615,1.653428934332659,1.653428934332659,1.1426033105666682,52,1.653428934332659,0.6725996813209325,1.365746861880878,1.1426033105666682,400,1,0.9602817537727136,1.365746861880878,1.1426033105666682,0.5548166456645491,1.653428934332659,1.653428934332659,1.653428934332659,1.1426033105666682,1.1426033105666682,1.1426033105666682,1.365746861880878,0.0,0
0.6725996813209325,1.653428934332659,1.653428934332659,1.1426033105666682,28,1.653428934332659,0.6725996813209325,1.365746861880878,1.1426033105666682,400,1,0.9602817537727136,1.365746861880878,1.1426033105666682,0.5548166456645491,1.653428934332659,1.653428934332659,1.653428934332659,1.1426033105666682,1.1426033105666682,1.1426033105666682,1.365746861880878,0.0,0
0.043991021898558615,1.653428934332659,1.653428934332659,1.1426033105666682,17,1.653428934332659,2.5007267947198626,1.365746861880878,1.1426033105666682,400,3,1.1426033105666682,1.365746861880878,1.1426033105666682,0.5548166456645491,1.653428934332659,1.653428934332659,1.653428934332659,1.1426033105666682,1.1426033105666682,1.1426033105666682,1.365746861880878,5.0,0
-0.020547499239012768,1.653428934332659,1.653428934332659,1.1426033105666682,61,1.653428934332659,0.6725996813209325,1.365746861880878,1.1426033105666682,400,1,1.1426033105666682,1.365746861880878,1.1426033105666682,0.5548166456645491,1.653428934332659,1.653428934332659,1.653428934332659,1.1426033105666682,1.1426033105666682,1.1426033105666682,1.365746861880878,10.0,0
